CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALL SLOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
18:31:12 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.212,-,-,0,18:29:40 CT 02 Feb 2021,16000.0,2021-11-01
18:29:58 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.962,-,-,0,18:31:22 CT 02 Feb 2021,15750.0,2021-11-01
18:29:42 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.712,-,-,0,18:31:33 CT 02 Feb 2021,15500.0,2021-11-01
18:29:43 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,8.962,-,-,0,18:31:23 CT 02 Feb 2021,11750.0,2021-11-01
18:29:36 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.462,-,-,0,18:29:59 CT 02 Feb 2021,15250.0,2021-11-01
18:29:42 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.962,-,-,0,18:31:28 CT 02 Feb 2021,14750.0,2021-11-01
18:30:36 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.712,-,-,0,18:31:01 CT 02 Feb 2021,14500.0,2021-11-01
18:30:24 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.462,-,-,0,18:31:06 CT 02 Feb 2021,14250.0,2021-11-01
18:29:42 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.212,-,-,0,18:31:22 CT 02 Feb 2021,14000.0,2021-11-01
18:29:50 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.962,-,-,0,18:29:45 CT 02 Feb 2021,13750.0,2021-11-01
18:30:57 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.712,-,-,0,18:31:14 CT 02 Feb 2021,13500.0,2021-11-01
18:29:55 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.462,-,-,0,18:29:43 CT 02 Feb 2021,13250.0,2021-11-01
18:30:54 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.212,-,-,0,18:30:47 CT 02 Feb 2021,13000.0,2021-11-01
18:30:47 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.962,-,-,0,18:29:27 CT 02 Feb 2021,12750.0,2021-11-01
18:30:48 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.712,-,-,0,18:29:23 CT 02 Feb 2021,12500.0,2021-11-01
18:29:29 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.462,-,-,0,18:30:32 CT 02 Feb 2021,12250.0,2021-11-01
18:29:31 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.212,-,-,0,18:30:12 CT 02 Feb 2021,15000.0,2021-11-01
18:29:15 CT 02 Feb 2021,0,-,-,0.0016,-,-,-,-,4.6636,-,-,0,18:30:09 CT 02 Feb 2021,7450.0,2021-11-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0213,-,-,-,-,1.8758,-,-,0,18:29:19 CT 02 Feb 2021,4650.0,2021-11-01
18:29:47 CT 02 Feb 2021,0,-,-,0.0018,-,-,-,-,4.5638,-,-,0,18:29:41 CT 02 Feb 2021,7350.0,2021-11-01
18:31:08 CT 02 Feb 2021,0,-,-,0.0046,-,-,-,-,3.1166,-,-,0,18:30:43 CT 02 Feb 2021,5900.0,2021-11-01
18:30:31 CT 02 Feb 2021,0,-,-,0.0047,-,-,-,-,3.0667,-,-,0,18:29:46 CT 02 Feb 2021,5850.0,2021-11-01
18:29:30 CT 02 Feb 2021,0,-,-,0.0049,-,-,-,-,3.0169,-,-,0,18:31:14 CT 02 Feb 2021,5800.0,2021-11-01
18:31:06 CT 02 Feb 2021,0,-,-,0.005,-,-,-,-,2.967,-,-,0,18:31:31 CT 02 Feb 2021,5750.0,2021-11-01
18:29:42 CT 02 Feb 2021,0,-,-,0.0052,-,-,-,-,2.9172,-,-,0,18:30:11 CT 02 Feb 2021,5700.0,2021-11-01
18:30:33 CT 02 Feb 2021,0,-,-,0.0054,-,-,-,-,2.8674,-,-,0,18:30:57 CT 02 Feb 2021,5650.0,2021-11-01
18:29:46 CT 02 Feb 2021,0,-,-,0.0056,-,-,-,-,2.8176,-,-,0,18:29:15 CT 02 Feb 2021,5600.0,2021-11-01
18:30:20 CT 02 Feb 2021,0,-,-,0.0058,-,-,-,-,2.7678,-,-,0,18:29:50 CT 02 Feb 2021,5550.0,2021-11-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0099,-,-,-,-,2.718,-,-,0,18:31:32 CT 02 Feb 2021,5500.0,2021-11-01
18:30:37 CT 02 Feb 2021,0,-,-,0.0063,-,-,-,-,2.6683,-,-,0,18:31:33 CT 02 Feb 2021,5450.0,2021-11-01
18:30:53 CT 02 Feb 2021,0,-,-,0.0068,-,-,-,-,2.5688,-,-,0,18:30:57 CT 02 Feb 2021,5350.0,2021-11-01
18:30:23 CT 02 Feb 2021,0,-,-,0.0044,-,-,-,-,3.1664,-,-,0,18:29:26 CT 02 Feb 2021,5950.0,2021-11-01
18:31:06 CT 02 Feb 2021,0,-,-,0.0071,-,-,-,-,2.5191,-,-,0,18:29:10 CT 02 Feb 2021,5300.0,2021-11-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0125,-,-,-,-,2.2579,-,-,0,08:20:18 CT 03 Feb 2021,5200.0,2021-11-01
18:29:45 CT 02 Feb 2021,0,-,-,0.0081,-,-,-,-,2.3701,-,-,0,18:31:13 CT 02 Feb 2021,5150.0,2021-11-01
18:29:32 CT 02 Feb 2021,0,-,-,0.0085,-,-,-,-,2.3205,-,-,0,18:31:11 CT 02 Feb 2021,5100.0,2021-11-01
18:31:02 CT 02 Feb 2021,0,-,-,0.009,-,-,-,-,2.271,-,-,0,18:31:04 CT 02 Feb 2021,5050.0,2021-11-01
11:16:43 CT 03 Feb 2021,100,0.0160,0.0160,0.0149,+0.0011,0.0160,-,-,2.2214,-,-,0,18:31:06 CT 02 Feb 2021,5000.0,2021-11-01
18:30:10 CT 02 Feb 2021,0,-,-,0.0099,-,-,-,-,2.1719,-,-,0,18:29:56 CT 02 Feb 2021,4950.0,2021-11-01
18:30:06 CT 02 Feb 2021,0,-,-,0.0105,-,-,-,-,2.1225,-,-,0,18:30:33 CT 02 Feb 2021,4900.0,2021-11-01
18:29:49 CT 02 Feb 2021,0,-,-,0.0111,-,-,-,-,2.0731,-,-,0,18:30:22 CT 02 Feb 2021,4850.0,2021-11-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0181,-,-,-,-,2.0237,-,-,0,18:29:58 CT 02 Feb 2021,4800.0,2021-11-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0191,-,-,-,-,1.9743,-,-,0,18:30:32 CT 02 Feb 2021,4750.0,2021-11-01
18:29:43 CT 02 Feb 2021,0,-,-,0.0017,-,-,-,-,4.6137,-,-,0,18:30:51 CT 02 Feb 2021,7400.0,2021-11-01
18:30:36 CT 02 Feb 2021,0,-,-,0.0074,-,-,-,-,2.4694,-,-,0,18:29:49 CT 02 Feb 2021,5250.0,2021-11-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0071,-,-,-,-,3.2163,-,-,0,18:29:35 CT 02 Feb 2021,6000.0,2021-11-01
18:31:17 CT 02 Feb 2021,0,-,-,0.0065,-,-,-,-,2.6185,-,-,0,18:30:03 CT 02 Feb 2021,5400.0,2021-11-01
18:29:43 CT 02 Feb 2021,0,-,-,0.0041,-,-,-,-,3.3161,-,-,0,18:30:10 CT 02 Feb 2021,6100.0,2021-11-01
18:29:51 CT 02 Feb 2021,0,-,-,0.0042,-,-,-,-,3.2662,-,-,0,18:31:10 CT 02 Feb 2021,6050.0,2021-11-01
18:29:47 CT 02 Feb 2021,0,-,-,0.002,-,-,-,-,4.464,-,-,0,18:30:45 CT 02 Feb 2021,7250.0,2021-11-01
18:30:57 CT 02 Feb 2021,0,-,-,0.0022,-,-,-,-,4.4142,-,-,0,18:31:14 CT 02 Feb 2021,7200.0,2021-11-01
18:31:28 CT 02 Feb 2021,0,-,-,0.0023,-,-,-,-,4.3643,-,-,0,18:30:16 CT 02 Feb 2021,7150.0,2021-11-01
18:29:10 CT 02 Feb 2021,0,-,-,0.0024,-,-,-,-,4.3144,-,-,0,18:31:31 CT 02 Feb 2021,7100.0,2021-11-01
18:30:06 CT 02 Feb 2021,0,-,-,0.0026,-,-,-,-,4.2646,-,-,0,18:30:35 CT 02 Feb 2021,7050.0,2021-11-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0042,-,-,-,-,4.2147,-,-,0,18:30:09 CT 02 Feb 2021,7000.0,2021-11-01
18:29:43 CT 02 Feb 2021,0,-,-,0.0028,-,-,-,-,4.1148,-,-,0,18:30:36 CT 02 Feb 2021,6900.0,2021-11-01
18:29:54 CT 02 Feb 2021,0,-,-,0.0029,-,-,-,-,4.0649,-,-,0,18:29:19 CT 02 Feb 2021,6850.0,2021-11-01
18:31:10 CT 02 Feb 2021,0,-,-,0.003,-,-,-,-,4.015,-,-,0,18:29:40 CT 02 Feb 2021,6800.0,2021-11-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0047,-,-,-,-,3.965,-,-,0,18:30:52 CT 02 Feb 2021,6750.0,2021-11-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0031,-,-,-,-,3.9151,-,-,0,18:30:39 CT 02 Feb 2021,6700.0,2021-11-01
18:30:06 CT 02 Feb 2021,0,-,-,0.0028,-,-,-,-,4.1648,-,-,0,18:30:35 CT 02 Feb 2021,6950.0,2021-11-01
18:30:56 CT 02 Feb 2021,0,-,-,0.0019,-,-,-,-,4.5139,-,-,0,18:31:10 CT 02 Feb 2021,7300.0,2021-11-01
18:30:29 CT 02 Feb 2021,0,-,-,0.0031,-,-,-,-,3.8651,-,-,0,18:31:35 CT 02 Feb 2021,6650.0,2021-11-01
18:30:24 CT 02 Feb 2021,0,-,-,0.0038,-,-,-,-,3.4158,-,-,0,18:31:27 CT 02 Feb 2021,6200.0,2021-11-01
18:29:15 CT 02 Feb 2021,0,-,-,0.0037,-,-,-,-,3.4657,-,-,0,18:31:21 CT 02 Feb 2021,6250.0,2021-11-01
18:31:12 CT 02 Feb 2021,0,-,-,0.0037,-,-,-,-,3.5157,-,-,0,18:29:37 CT 02 Feb 2021,6300.0,2021-11-01
18:30:50 CT 02 Feb 2021,0,-,-,0.0036,-,-,-,-,3.5656,-,-,0,18:31:11 CT 02 Feb 2021,6350.0,2021-11-01
18:30:01 CT 02 Feb 2021,0,-,-,0.0039,-,-,-,-,3.3659,-,-,0,18:29:44 CT 02 Feb 2021,6150.0,2021-11-01
18:31:20 CT 02 Feb 2021,0,-,-,0.0034,-,-,-,-,3.6654,-,-,0,18:29:46 CT 02 Feb 2021,6450.0,2021-11-01
18:30:44 CT 02 Feb 2021,0,-,-,0.0033,-,-,-,-,3.7153,-,-,0,18:30:16 CT 02 Feb 2021,6500.0,2021-11-01
18:29:59 CT 02 Feb 2021,0,-,-,0.0033,-,-,-,-,3.7653,-,-,0,18:29:07 CT 02 Feb 2021,6550.0,2021-11-01
18:31:30 CT 02 Feb 2021,0,-,-,0.0032,-,-,-,-,3.8152,-,-,0,18:31:19 CT 02 Feb 2021,6600.0,2021-11-01
18:30:57 CT 02 Feb 2021,0,-,-,0.0035,-,-,-,-,3.6155,-,-,0,18:31:21 CT 02 Feb 2021,6400.0,2021-11-01
08:20:17 CT 03 Feb 2021,0,-,-,0.3684,-,-,-,-,0.3124,-,-,0,08:20:17 CT 03 Feb 2021,2950.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.2243,-,-,-,-,0.6224,-,-,0,18:29:15 CT 02 Feb 2021,3300.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2412,-,-,-,-,0.5859,-,-,0,18:30:38 CT 02 Feb 2021,3250.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.2482,-,-,-,-,0.5715,-,-,0,18:30:27 CT 02 Feb 2021,3230.0,2021-12-01
18:29:10 CT 02 Feb 2021,0,-,-,0.1983,-,-,-,-,0.5503,-,-,0,18:29:14 CT 02 Feb 2021,3200.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2785,-,-,-,-,0.5157,-,-,0,18:31:20 CT 02 Feb 2021,3150.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.295,-,-,-,-,0.4887,-,-,0,18:30:18 CT 02 Feb 2021,3110.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.2992,-,-,-,-,0.3932,-,-,0,08:20:17 CT 03 Feb 2021,3100.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.3211,-,-,-,-,0.3651,-,-,0,08:20:17 CT 03 Feb 2021,3050.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.3441,-,-,-,-,0.3381,-,-,0,08:20:18 CT 03 Feb 2021,3000.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.3887,-,-,-,-,0.3651,-,-,0,18:30:10 CT 02 Feb 2021,2910.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.6174,-,-,-,-,0.1415,-,-,0,08:20:17 CT 03 Feb 2021,2530.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.4098,-,-,-,-,0.3426,-,-,0,18:29:45 CT 02 Feb 2021,2870.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.4206,-,-,-,-,0.2647,-,-,0,08:20:17 CT 03 Feb 2021,2850.0,2021-12-01
08:20:17 CT 03 Feb 2021,5,0.4480,0.4480,0.4484,-0.0004,0.4480,-,-,0.2425,-,-,0,08:20:18 CT 03 Feb 2021,2800.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.4598,-,-,-,-,0.2948,-,-,0,18:29:38 CT 02 Feb 2021,2780.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.4773,-,-,-,-,0.2213,-,-,0,08:20:17 CT 03 Feb 2021,2750.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.5072,-,-,-,-,0.2013,-,-,0,08:20:17 CT 03 Feb 2021,2700.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.5383,-,-,-,-,0.1824,-,-,0,08:20:17 CT 03 Feb 2021,2650.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.551,-,-,-,-,0.2239,-,-,0,18:30:23 CT 02 Feb 2021,2630.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.5705,-,-,-,-,0.1646,-,-,0,08:20:17 CT 03 Feb 2021,2600.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.6038,-,-,-,-,0.1479,-,-,0,08:20:17 CT 03 Feb 2021,2550.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2084,-,-,-,-,0.6599,-,-,0,18:31:29 CT 02 Feb 2021,3350.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.3939,-,-,-,-,0.288,-,-,0,08:20:17 CT 03 Feb 2021,2900.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1935,-,-,-,-,0.6983,-,-,0,18:29:29 CT 02 Feb 2021,3400.0,2021-12-01
18:29:37 CT 02 Feb 2021,0,-,-,0.025,-,-,-,-,1.727,-,-,0,18:30:44 CT 02 Feb 2021,4550.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1719,-,-,-,-,0.7614,-,-,0,18:29:26 CT 02 Feb 2021,3480.0,2021-12-01
18:31:23 CT 02 Feb 2021,0,-,-,0.5133,-,-,-,-,0.1353,-,-,0,08:20:17 CT 03 Feb 2021,2510.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0354,-,-,-,-,1.6789,-,-,0,18:30:13 CT 02 Feb 2021,4500.0,2021-12-01
18:29:59 CT 02 Feb 2021,0,-,-,0.0289,-,-,-,-,1.6309,-,-,0,18:29:54 CT 02 Feb 2021,4450.0,2021-12-01
18:30:40 CT 02 Feb 2021,0,-,-,0.0312,-,-,-,-,1.5832,-,-,0,18:29:41 CT 02 Feb 2021,4400.0,2021-12-01
18:29:53 CT 02 Feb 2021,0,-,-,0.0336,-,-,-,-,1.5356,-,-,0,18:31:30 CT 02 Feb 2021,4350.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0484,-,-,-,-,1.4882,-,-,0,18:29:30 CT 02 Feb 2021,4300.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0524,-,-,-,-,1.441,-,-,0,18:30:00 CT 02 Feb 2021,4250.0,2021-12-01
18:29:41 CT 02 Feb 2021,0,-,-,0.0421,-,-,-,-,1.3941,-,-,0,18:29:17 CT 02 Feb 2021,4200.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0613,-,-,-,-,1.3475,-,-,0,18:30:44 CT 02 Feb 2021,4150.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0663,-,-,-,-,1.3011,-,-,0,18:31:27 CT 02 Feb 2021,4100.0,2021-12-01
18:30:14 CT 02 Feb 2021,0,-,-,0.0531,-,-,-,-,1.2551,-,-,0,18:31:35 CT 02 Feb 2021,4050.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1797,-,-,-,-,0.7375,-,-,0,18:30:40 CT 02 Feb 2021,3450.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0776,-,-,-,-,1.2093,-,-,0,18:29:52 CT 02 Feb 2021,4000.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0839,-,-,-,-,1.1639,-,-,0,18:31:07 CT 02 Feb 2021,3950.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0907,-,-,-,-,1.1189,-,-,0,18:29:50 CT 02 Feb 2021,3900.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.098,-,-,-,-,1.0744,-,-,0,18:30:09 CT 02 Feb 2021,3850.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1059,-,-,-,-,1.0303,-,-,0,18:30:48 CT 02 Feb 2021,3800.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1144,-,-,-,-,0.9866,-,-,0,18:29:46 CT 02 Feb 2021,3750.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1235,-,-,-,-,0.9436,-,-,0,18:29:11 CT 02 Feb 2021,3700.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.1313,-,-,-,-,0.9096,-,-,0,18:31:31 CT 02 Feb 2021,3660.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1333,-,-,-,-,0.9012,-,-,0,18:29:08 CT 02 Feb 2021,3650.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.1437,-,-,-,-,0.8593,-,-,0,18:31:29 CT 02 Feb 2021,3600.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.1549,-,-,-,-,0.818,-,-,0,18:29:16 CT 02 Feb 2021,3550.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1669,-,-,-,-,0.7774,-,-,0,18:31:09 CT 02 Feb 2021,3500.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0813,-,-,-,-,1.1821,-,-,0,18:29:27 CT 02 Feb 2021,3970.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.6381,-,-,-,-,0.1323,-,-,0,08:20:18 CT 03 Feb 2021,2500.0,2021-12-01
18:31:05 CT 02 Feb 2021,0,-,-,1.4011,-,-,-,-,0.0031,-,-,0,18:30:46 CT 02 Feb 2021,1450.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.6664,-,-,-,-,0.1569,-,-,0,18:30:59 CT 02 Feb 2021,2460.0,2021-12-01
18:31:02 CT 02 Feb 2021,0,-,-,1.6484,-,-,-,-,0.0004,-,-,0,18:30:36 CT 02 Feb 2021,1200.0,2021-12-01
18:30:40 CT 02 Feb 2021,0,-,-,1.6983,-,-,-,-,0.0003,-,-,0,18:29:40 CT 02 Feb 2021,1150.0,2021-12-01
18:29:26 CT 02 Feb 2021,0,-,-,1.7481,-,-,-,-,0.0001,-,-,0,18:30:19 CT 02 Feb 2021,1100.0,2021-12-01
18:29:42 CT 02 Feb 2021,0,-,-,1.7981,-,-,-,-,0.0001,-,-,0,18:29:23 CT 02 Feb 2021,1050.0,2021-12-01
18:30:03 CT 02 Feb 2021,0,-,-,1.848,-,-,-,-,0.0001,-,-,0,18:30:22 CT 02 Feb 2021,1000.0,2021-12-01
18:29:52 CT 02 Feb 2021,0,-,-,1.898,-,-,-,-,0.0001,-,-,0,18:29:24 CT 02 Feb 2021,950.0,2021-12-01
18:30:45 CT 02 Feb 2021,0,-,-,1.948,-,-,-,-,0.0001,-,-,0,18:31:06 CT 02 Feb 2021,900.0,2021-12-01
18:29:20 CT 02 Feb 2021,0,-,-,1.998,-,-,-,-,0.0001,-,-,0,18:29:36 CT 02 Feb 2021,850.0,2021-12-01
18:31:29 CT 02 Feb 2021,0,-,-,2.048,-,-,-,-,0.0001,-,-,0,18:29:48 CT 02 Feb 2021,800.0,2021-12-01
18:31:34 CT 02 Feb 2021,0,-,-,2.098,-,-,-,-,0.0001,-,-,0,18:31:04 CT 02 Feb 2021,750.0,2021-12-01
18:29:15 CT 02 Feb 2021,0,-,-,2.148,-,-,-,-,0.0001,-,-,0,18:29:53 CT 02 Feb 2021,700.0,2021-12-01
18:31:10 CT 02 Feb 2021,0,-,-,1.5987,-,-,-,-,0.0007,-,-,0,18:30:02 CT 02 Feb 2021,1250.0,2021-12-01
18:31:02 CT 02 Feb 2021,0,-,-,2.198,-,-,-,-,0.0001,-,-,0,18:30:08 CT 02 Feb 2021,650.0,2021-12-01
18:30:45 CT 02 Feb 2021,0,-,-,2.298,-,-,-,-,0.0001,-,-,0,18:29:21 CT 02 Feb 2021,550.0,2021-12-01
18:30:30 CT 02 Feb 2021,0,-,-,2.348,-,-,-,-,0.0001,-,-,0,18:29:08 CT 02 Feb 2021,500.0,2021-12-01
18:30:30 CT 02 Feb 2021,0,-,-,2.398,-,-,-,-,0.0001,-,-,0,18:30:36 CT 02 Feb 2021,450.0,2021-12-01
18:29:46 CT 02 Feb 2021,0,-,-,2.448,-,-,-,-,0.0001,-,-,0,18:29:22 CT 02 Feb 2021,400.0,2021-12-01
18:30:53 CT 02 Feb 2021,0,-,-,2.498,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,350.0,2021-12-01
18:30:30 CT 02 Feb 2021,0,-,-,2.548,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,300.0,2021-12-01
18:31:28 CT 02 Feb 2021,0,-,-,2.598,-,-,-,-,0.0001,-,-,0,18:30:21 CT 02 Feb 2021,250.0,2021-12-01
18:30:30 CT 02 Feb 2021,0,-,-,2.648,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,200.0,2021-12-01
18:30:00 CT 02 Feb 2021,0,-,-,2.698,-,-,-,-,0.0001,-,-,0,18:30:57 CT 02 Feb 2021,150.0,2021-12-01
18:30:30 CT 02 Feb 2021,0,-,-,2.748,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,100.0,2021-12-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0303,-,-,-,-,1.7752,-,-,0,18:31:19 CT 02 Feb 2021,4600.0,2021-12-01
18:30:32 CT 02 Feb 2021,0,-,-,2.248,-,-,-,-,0.0001,-,-,0,18:31:23 CT 02 Feb 2021,600.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.6522,-,-,-,-,0.1641,-,-,0,18:30:22 CT 02 Feb 2021,2480.0,2021-12-01
18:31:18 CT 02 Feb 2021,0,-,-,1.549,-,-,-,-,0.001,-,-,0,18:31:32 CT 02 Feb 2021,1300.0,2021-12-01
18:29:54 CT 02 Feb 2021,0,-,-,1.4502,-,-,-,-,0.0022,-,-,0,18:29:59 CT 02 Feb 2021,1400.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.6736,-,-,-,-,0.1177,-,-,0,08:20:17 CT 03 Feb 2021,2450.0,2021-12-01
18:29:55 CT 02 Feb 2021,0,-,-,0.5715,-,-,-,-,0.1095,-,-,0,08:20:17 CT 03 Feb 2021,2420.0,2021-12-01
18:31:17 CT 02 Feb 2021,0,-,-,0.5849,-,-,-,-,0.1043,-,-,0,08:20:17 CT 03 Feb 2021,2400.0,2021-12-01
18:29:16 CT 02 Feb 2021,0,-,-,0.6194,-,-,-,-,0.0918,-,-,0,08:20:17 CT 03 Feb 2021,2350.0,2021-12-01
08:20:17 CT 03 Feb 2021,0,-,-,0.7553,-,-,-,-,0.1183,-,-,0,18:30:10 CT 02 Feb 2021,2340.0,2021-12-01
18:31:30 CT 02 Feb 2021,0,-,-,0.6551,-,-,-,-,0.0804,-,-,0,08:20:17 CT 03 Feb 2021,2300.0,2021-12-01
18:30:11 CT 02 Feb 2021,0,-,-,0.6844,-,-,-,-,0.072,-,-,0,08:20:18 CT 03 Feb 2021,2260.0,2021-12-01
18:30:25 CT 02 Feb 2021,0,-,-,0.6918,-,-,-,-,0.07,-,-,0,08:20:17 CT 03 Feb 2021,2250.0,2021-12-01
18:29:54 CT 02 Feb 2021,0,-,-,0.7298,-,-,-,-,0.0605,-,-,0,08:20:17 CT 03 Feb 2021,2200.0,2021-12-01
18:30:50 CT 02 Feb 2021,0,-,-,0.7687,-,-,-,-,0.052,-,-,0,08:20:18 CT 03 Feb 2021,2150.0,2021-12-01
18:30:17 CT 02 Feb 2021,0,-,-,0.7766,-,-,-,-,0.0504,-,-,0,08:20:17 CT 03 Feb 2021,2140.0,2021-12-01
18:31:06 CT 02 Feb 2021,0,-,-,1.4995,-,-,-,-,0.0015,-,-,0,18:29:47 CT 02 Feb 2021,1350.0,2021-12-01
18:29:14 CT 02 Feb 2021,0,-,-,0.8088,-,-,-,-,0.0443,-,-,0,08:20:17 CT 03 Feb 2021,2100.0,2021-12-01
18:31:27 CT 02 Feb 2021,0,-,-,0.8919,-,-,-,-,0.0315,-,-,0,08:20:17 CT 03 Feb 2021,2000.0,2021-12-01
18:31:16 CT 02 Feb 2021,0,-,-,0.9348,-,-,-,-,0.0368,-,-,0,18:29:13 CT 02 Feb 2021,1950.0,2021-12-01
18:31:37 CT 02 Feb 2021,0,-,-,0.9786,-,-,-,-,0.0306,-,-,0,18:30:57 CT 02 Feb 2021,1900.0,2021-12-01
18:31:01 CT 02 Feb 2021,0,-,-,1.0232,-,-,-,-,0.0252,-,-,0,18:30:45 CT 02 Feb 2021,1850.0,2021-12-01
18:29:30 CT 02 Feb 2021,0,-,-,1.0686,-,-,-,-,0.0142,-,-,0,08:20:17 CT 03 Feb 2021,1800.0,2021-12-01
18:30:12 CT 02 Feb 2021,0,-,-,1.1145,-,-,-,-,0.0113,-,-,0,08:20:17 CT 03 Feb 2021,1750.0,2021-12-01
18:29:54 CT 02 Feb 2021,0,-,-,1.161,-,-,-,-,0.013,-,-,0,18:31:13 CT 02 Feb 2021,1700.0,2021-12-01
18:30:29 CT 02 Feb 2021,0,-,-,1.2081,-,-,-,-,0.0101,-,-,0,18:31:11 CT 02 Feb 2021,1650.0,2021-12-01
18:31:00 CT 02 Feb 2021,0,-,-,1.2557,-,-,-,-,0.0077,-,-,0,18:31:26 CT 02 Feb 2021,1600.0,2021-12-01
